ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3174898,HK177828,02/10/2004 10:30:00 PM,013XX W ROSEMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2433,024,48,77,06,1166360,1941971,2004,02/28/2018 03:56:25 PM,41.996346486,-87.663389982,"(41.996346486, -87.663389982)"
3176972,HK176921,02/11/2004 09:00:00 AM,100XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0511,005,9,50,14,1182971,1838435,2004,02/28/2018 03:56:25 PM,41.711865077,-87.60551451,"(41.711865077, -87.60551451)"
3178120,HK166087,02/05/2004 12:43:00 PM,014XX W 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0921,009,3,61,26,1167315,1873576,2004,02/28/2018 03:56:25 PM,41.808645557,-87.661846328,"(41.808645557, -87.661846328)"
3179274,HK184329,02/05/2004 12:00:00 PM,043XX W CERMAK RD,0890,THEFT,FROM BUILDING,RESIDENCE,false,true,1013,010,22,29,06,1147836,1889020,2004,02/28/2018 03:56:25 PM,41.851421458,-87.732895862,"(41.851421458, -87.732895862)"
3180122,HK180090,02/12/2004 10:50:00 PM,016XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1333,012,27,28,08B,1165369,1901108,2004,02/28/2018 03:56:25 PM,41.884237533,-87.668201741,"(41.884237533, -87.668201741)"
3182359,HK188242,02/17/2004 03:45:00 PM,065XX S INGLESIDE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,0321,003,20,42,26,1183684,1861790,2004,02/28/2018 03:56:25 PM,41.775937139,-87.602176596,"(41.775937139, -87.602176596)"
3190193,HK196725,02/21/2004 02:45:00 AM,081XX S DORCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0411,004,8,45,14,1186956,1851245,2004,02/28/2018 03:56:25 PM,41.746923729,-87.590515699,"(41.746923729, -87.590515699)"
3192446,HK138749,01/21/2004 11:20:00 PM,096XX S CRANDON AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,true,false,0431,004,7,51,18,1193492,1841671,2004,02/28/2018 03:56:25 PM,41.720494483,-87.566878918,"(41.720494483, -87.566878918)"
3192614,HK201620,07/26/2003 09:00:00 AM,070XX W IMLAY ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1611,016,41,10,06,1128224,1941915,2003,02/28/2018 03:56:25 PM,41.99692583,-87.803678801,"(41.99692583, -87.803678801)"
3192939,HK198552,02/22/2004 11:00:00 AM,019XX E 71ST ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,false,false,0333,003,5,43,04A,1190355,1858247,2004,02/28/2018 03:56:25 PM,41.766056625,-87.577835759,"(41.766056625, -87.577835759)"
3197050,HK166528,03/21/2003 07:00:00 AM,101XX S WESTERN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,true,false,2211,022,19,72,11,1162171,1837431,2003,02/28/2018 03:56:25 PM,41.70956715,-87.681717643,"(41.70956715, -87.681717643)"
3199789,HK208502,02/27/2004 07:35:12 PM,105XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,0512,005,34,49,14,1177138,1835153,2004,02/28/2018 03:56:25 PM,41.702992124,-87.626974971,"(41.702992124, -87.626974971)"
3200372,HK212364,02/28/2004 04:00:00 PM,067XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2412,024,50,2,07,1159093,1944714,2004,02/10/2018 03:50:01 PM,42.004026274,-87.690046235,"(42.004026274, -87.690046235)"
3200401,HK212504,02/27/2004 06:00:00 PM,010XX N LONG AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1524,015,37,25,06,1140121,1906340,2004,02/10/2018 03:50:01 PM,41.899094348,-87.760788097,"(41.899094348, -87.760788097)"
3200701,HK212866,02/29/2004 08:00:00 PM,014XX W WALTON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1323,012,27,24,06,1166516,1906445,2004,02/10/2018 03:50:01 PM,41.898858177,-87.663836921,"(41.898858177, -87.663836921)"
3201221,HK212153,02/29/2004 06:55:40 PM,120XX S PARNELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0523,005,34,53,08A,1174806,1825089,2004,02/28/2018 03:56:25 PM,41.675427135,-87.63581257,"(41.675427135, -87.63581257)"
3204394,HK217692,03/02/2004 10:30:00 AM,071XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0733,007,6,68,08B,1172199,1857618,2004,02/28/2018 03:56:25 PM,41.764748911,-87.644401916,"(41.764748911, -87.644401916)"
3205128,HK218960,03/02/2004 12:00:00 PM,016XX W ALBION AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,2432,024,40,1,06,1164264,1943913,2004,02/28/2018 03:56:25 PM,42.001720122,-87.671044957,"(42.001720122, -87.671044957)"
3206902,HK221089,03/04/2004 07:00:00 AM,065XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,false,false,0833,008,13,65,14,1150833,1860731,2004,02/28/2018 03:56:25 PM,41.773734397,-87.722633906,"(41.773734397, -87.722633906)"
3206966,HK216726,03/02/2004 11:00:00 PM,085XX S MAY ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,true,true,0613,006,21,71,04B,1170142,1848269,2004,02/28/2018 03:56:25 PM,41.739138975,-87.652212655,"(41.739138975, -87.652212655)"
3207091,HK207538,02/27/2004 11:30:00 AM,010XX S STATE ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,0132,001,2,32,08B,1176502,1895896,2004,02/10/2018 03:50:01 PM,41.869691442,-87.627477823,"(41.869691442, -87.627477823)"
3208480,HK221027,03/04/2004 07:30:00 PM,081XX W HIGGINS RD,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,1614,016,41,10,06,1121160,1937680,2004,02/28/2018 03:56:25 PM,41.985421498,-87.829756604,"(41.985421498, -87.829756604)"
3210192,HK225309,03/05/2004 03:00:00 PM,058XX N SHERIDAN RD,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,APARTMENT,false,false,2022,020,48,77,06,1168573,1939081,2004,02/28/2018 03:56:25 PM,41.988368471,-87.655333549,"(41.988368471, -87.655333549)"
3210321,HK225702,03/07/2004 02:15:00 PM,086XX S SOUTH CHICAGO AVE,0460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0412,004,8,46,08B,1193418,1848083,2004,02/28/2018 03:56:25 PM,41.73809141,-87.56694085,"(41.73809141, -87.56694085)"
3211032,HK226741,03/05/2004 06:00:00 PM,047XX N HAMILTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1911,019,47,4,06,1161277,1931394,2004,02/28/2018 03:56:25 PM,41.967430383,-87.682383751,"(41.967430383, -87.682383751)"
3213340,HK225726,03/07/2004 02:50:00 PM,027XX W OGDEN AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,1023,010,28,29,26,1158463,1892956,2004,02/28/2018 03:56:25 PM,41.862011728,-87.69378445,"(41.862011728, -87.69378445)"
3213658,HK229790,03/09/2004 04:45:00 PM,086XX S KOLIN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0834,008,18,70,26,1148928,1846982,2004,02/10/2018 03:50:01 PM,41.736041668,-87.729970803,"(41.736041668, -87.729970803)"
3217031,HK233638,03/10/2004 06:00:00 PM,021XX W DIVISION ST,0810,THEFT,OVER $500,STREET,false,false,1424,014,32,24,06,1161979,1907968,2004,02/28/2018 03:56:25 PM,41.903133353,-87.680458524,"(41.903133353, -87.680458524)"
3218070,HK233309,03/11/2004 12:40:00 PM,068XX S MORGAN ST,0460,BATTERY,SIMPLE,STREET,false,false,0723,007,17,68,08B,1170827,1859371,2004,02/28/2018 03:56:25 PM,41.769589405,-87.649379575,"(41.769589405, -87.649379575)"
3218715,HK117150,01/10/2004 12:15:00 PM,056XX W MADISON ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,1513,015,29,25,18,1138934,1899461,2004,02/28/2018 03:56:25 PM,41.88023916,-87.765315233,"(41.88023916, -87.765315233)"
3218723,HK230978,03/10/2004 08:00:00 AM,051XX S CALUMET AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0232,002,3,40,06,1179366,1870935,2004,02/28/2018 03:56:25 PM,41.801131542,-87.61772683,"(41.801131542, -87.61772683)"
3218937,HK235779,03/12/2004 02:50:00 PM,0000X N OGDEN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1211,012,27,28,06,1166020,1900184,2004,02/28/2018 03:56:25 PM,41.881688135,-87.665837591,"(41.881688135, -87.665837591)"
3219251,HK235013,03/11/2004 02:00:00 PM,046XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2521,025,31,19,05,1144912,1920872,2004,02/28/2018 03:56:25 PM,41.93888254,-87.742823155,"(41.93888254, -87.742823155)"
3219437,HK236921,03/12/2004 10:59:00 PM,082XX S ELLIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0631,006,8,44,07,1184328,1850665,2004,02/28/2018 03:56:25 PM,41.745394001,-87.600163368,"(41.745394001, -87.600163368)"
3219681,HK229195,03/09/2004 12:00:00 PM,063XX S ASHLAND AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,true,false,0725,007,16,67,26,1166756,1862726,2004,02/28/2018 03:56:25 PM,41.778883826,-87.664206366,"(41.778883826, -87.664206366)"
3220900,HK233552,03/11/2004 01:35:00 PM,009XX W 129TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0523,005,34,53,08B,1172573,1818884,2004,02/28/2018 03:56:25 PM,41.658448879,-87.644167401,"(41.658448879, -87.644167401)"
3220904,HK239077,03/13/2004 06:30:00 PM,059XX S KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0813,008,13,65,14,1148388,1864806,2004,02/28/2018 03:56:25 PM,41.784964154,-87.731492336,"(41.784964154, -87.731492336)"
3221685,HK238229,03/13/2004 09:20:00 PM,025XX W DEVON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,false,false,2413,024,50,2,04B,1158361,1942395,2004,02/28/2018 03:56:25 PM,41.997677915,-87.69280309,"(41.997677915, -87.69280309)"
3224677,HK240851,02/01/2004 12:01:00 AM,066XX S STONY ISLAND AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,BANK,false,false,0321,003,5,42,06,1188018,1861107,2004,02/28/2018 03:56:25 PM,41.773960717,-87.5863105,"(41.773960717, -87.5863105)"
3224745,HK179869,02/12/2004 08:16:54 PM,023XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1332,012,2,28,18,1160830,1900627,2004,02/28/2018 03:56:25 PM,41.883012955,-87.684882821,"(41.883012955, -87.684882821)"
3225060,HK236640,03/13/2004 01:00:00 AM,081XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,true,false,0631,006,8,44,26,1182973,1851185,2004,02/10/2018 03:50:01 PM,41.746852511,-87.605112145,"(41.746852511, -87.605112145)"
3227370,HK246646,03/16/2004 04:30:00 PM,050XX S DREXEL BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,true,false,2124,002,4,39,26,1183163,1871886,2004,02/28/2018 03:56:25 PM,41.803653573,-87.603772447,"(41.803653573, -87.603772447)"
3227557,HK243095,03/15/2004 03:45:00 PM,046XX S ROCKWELL ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0912,009,12,58,08A,1159819,1873612,2004,02/28/2018 03:56:25 PM,41.808901772,-87.689339144,"(41.808901772, -87.689339144)"
3228159,HK246218,03/17/2004 09:30:00 PM,003XX W 105TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0512,005,34,49,15,1175813,1834964,2004,02/28/2018 03:56:25 PM,41.702503201,-87.631832424,"(41.702503201, -87.631832424)"
3229825,HK245841,03/12/2004 07:30:00 PM,011XX E 81ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0411,004,8,45,26,1185386,1851526,2004,02/28/2018 03:56:25 PM,41.74773187,-87.596259695,"(41.74773187, -87.596259695)"
3230617,HK250238,03/19/2004 05:30:00 PM,009XX N MICHIGAN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,HOTEL/MOTEL,false,false,1833,018,42,8,26,1177322,1906785,2004,02/28/2018 03:56:25 PM,41.899552895,-87.624137033,"(41.899552895, -87.624137033)"
3232717,HK253348,03/21/2004 12:30:00 AM,003XX N HALSTED ST,0810,THEFT,OVER $500,STREET,false,false,1212,012,27,28,06,1170994,1902180,2004,02/28/2018 03:56:25 PM,41.88705768,-87.647514742,"(41.88705768, -87.647514742)"
3235569,HK252512,03/20/2004 11:00:00 PM,051XX S FEDERAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,false,false,0232,002,3,40,08B,1176575,1870930,2004,02/28/2018 03:56:25 PM,41.801181128,-87.627962486,"(41.801181128, -87.627962486)"
3236456,HK257985,02/24/2004 12:00:00 AM,030XX N DAMEN AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1931,019,32,5,06,1162488,1920066,2004,02/10/2018 03:50:01 PM,41.936320433,-87.678249409,"(41.936320433, -87.678249409)"
3238986,HK261017,03/24/2004 04:00:00 PM,004XX W 70TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0732,007,6,68,26,1174358,1858507,2004,02/28/2018 03:56:25 PM,41.767140707,-87.636462214,"(41.767140707, -87.636462214)"
3239362,HK255718,03/22/2004 05:45:00 PM,017XX W 35TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,0922,009,11,59,26,1165505,1881515,2004,02/28/2018 03:56:25 PM,41.830469658,-87.668259636,"(41.830469658, -87.668259636)"
3239558,HK259324,03/24/2004 12:00:00 PM,032XX W MONROE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1124,011,28,,08B,1154551,1899349,2004,02/28/2018 03:56:25 PM,41.879633871,-87.707973888,"(41.879633871, -87.707973888)"
3240738,HK263213,03/25/2004 11:30:00 PM,019XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1434,014,32,22,14,1162716,1913144,2004,02/10/2018 03:50:01 PM,41.917321243,-87.677606029,"(41.917321243, -87.677606029)"
3243528,HK262833,03/25/2004 11:00:00 PM,079XX S RIDGELAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0414,004,8,46,26,1189359,1852713,2004,02/28/2018 03:56:25 PM,41.750894794,-87.581663622,"(41.750894794, -87.581663622)"
3243780,HK266971,03/28/2004 12:30:00 AM,080XX S SAGINAW AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,0422,004,7,46,04B,1195239,1852218,2004,02/28/2018 03:56:25 PM,41.74939349,-87.560133157,"(41.74939349, -87.560133157)"
3244181,HK268216,03/28/2004 05:39:19 PM,082XX S YATES BLVD,031A,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,true,false,0423,004,7,46,03,1193614,1850707,2004,02/28/2018 03:56:25 PM,41.745287099,-87.56613706,"(41.745287099, -87.56613706)"
3245085,HK263976,03/26/2004 03:45:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1833,018,42,8,06,1177338,1906181,2004,02/28/2018 03:56:25 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
3245160,HK164377,02/04/2004 03:01:00 PM,010XX N MONTICELLO AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1112,011,27,23,18,1151853,1906744,2004,02/28/2018 03:56:25 PM,41.899980028,-87.717685792,"(41.899980028, -87.717685792)"
3245918,HK270956,03/19/2004 04:00:00 PM,034XX S ARCHER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0913,009,11,59,07,1163254,1881722,2004,02/28/2018 03:56:25 PM,41.831085214,-87.676512831,"(41.831085214, -87.676512831)"
3246570,HK216282,03/02/2004 06:56:50 PM,013XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0411,004,8,45,18,1186415,1852879,2004,02/10/2018 03:50:01 PM,41.751420386,-87.592446482,"(41.751420386, -87.592446482)"
3247300,HK153056,01/29/2004 05:28:00 PM,014XX N MAYFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,2531,025,29,25,18,1136757,1908990,2004,02/28/2018 03:56:25 PM,41.906427216,-87.773080595,"(41.906427216, -87.773080595)"
3249485,HK273100,03/31/2004 12:45:00 AM,132XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,0533,005,9,54,08B,1182590,1817533,2004,02/28/2018 03:56:25 PM,41.654515905,-87.607554684,"(41.654515905, -87.607554684)"
3250868,HK267289,03/28/2004 04:00:00 AM,006XX N KEDZIE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1313,012,27,23,08B,1154929,1903987,2004,02/28/2018 03:56:25 PM,41.892353434,-87.706461515,"(41.892353434, -87.706461515)"
3252312,HK275577,03/31/2004 08:00:00 PM,030XX W 63RD ST,0610,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,false,false,0823,008,15,66,05,1156989,1862701,2004,02/28/2018 03:56:25 PM,41.779018194,-87.700013904,"(41.779018194, -87.700013904)"
3253645,HK270469,03/29/2004 07:00:00 PM,043XX W BELMONT AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,SIDEWALK,false,false,1731,017,31,16,03,1147114,1920927,2004,02/28/2018 03:56:25 PM,41.938991557,-87.734728758,"(41.938991557, -87.734728758)"
3253653,HK275996,03/31/2004 05:00:00 PM,033XX W PIERCE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,STREET,true,false,1422,014,26,23,20,1153887,1910102,2004,02/28/2018 03:56:25 PM,41.909154391,-87.710125221,"(41.909154391, -87.710125221)"
3254601,HK280269,04/03/2004 12:00:00 PM,022XX S SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1024,010,22,30,26,1154712,1888880,2004,02/28/2018 03:56:25 PM,41.850902575,-87.707662878,"(41.850902575, -87.707662878)"
3258804,HK163385,02/03/2004 08:57:42 PM,035XX W 59TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,0822,008,16,66,18,1153876,1865267,2004,02/28/2018 03:56:25 PM,41.786122032,-87.711358512,"(41.786122032, -87.711358512)"
3260118,HK285154,04/06/2004 01:56:00 AM,031XX S PULASKI RD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,true,false,1031,010,22,30,08B,1150206,1883573,2004,02/28/2018 03:56:25 PM,41.836428389,-87.72433908,"(41.836428389, -87.72433908)"
3260757,HK142458,01/23/2004 10:30:00 PM,014XX S MILLARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1011,010,24,29,18,1152274,1892842,2004,02/28/2018 03:56:25 PM,41.861823166,-87.716506442,"(41.861823166, -87.716506442)"
3261685,HK288900,04/07/2004 06:00:00 PM,110XX S INDIANA AVE,0810,THEFT,OVER $500,STREET,false,false,0513,005,9,49,06,1179540,1831897,2004,02/10/2018 03:50:01 PM,41.694002809,-87.618278457,"(41.694002809, -87.618278457)"
3262348,HK286148,04/05/2004 08:00:00 PM,009XX W OAKDALE AVE,0810,THEFT,OVER $500,STREET,false,false,1932,019,44,6,06,1169481,1919782,2004,02/28/2018 03:56:25 PM,41.935391618,-87.652557816,"(41.935391618, -87.652557816)"
3262608,HK284921,04/06/2004 03:33:55 AM,010XX N ORLEANS ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1823,018,27,8,03,1173727,1907173,2004,02/28/2018 03:56:25 PM,41.900698378,-87.637329754,"(41.900698378, -87.637329754)"
3262772,HK288385,04/07/2004 04:50:00 PM,059XX S RACINE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,false,false,0713,007,16,67,08B,1169339,1865293,2004,02/10/2018 03:50:01 PM,41.785872437,-87.654662598,"(41.785872437, -87.654662598)"
3266721,HK293083,04/09/2004 10:20:00 PM,008XX N PARKSIDE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1511,015,29,25,08A,1138537,1905058,2004,02/28/2018 03:56:25 PM,41.895605243,-87.766637271,"(41.895605243, -87.766637271)"
3268313,HK279149,03/15/2004 11:59:00 PM,003XX N ORLEANS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1831,018,42,8,14,1173866,1902839,2004,02/28/2018 03:56:25 PM,41.888802545,-87.63694841,"(41.888802545, -87.63694841)"
3268420,HK296470,04/11/2004 08:04:52 PM,075XX S RACINE AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,TAVERN/LIQUOR STORE,false,false,0612,006,17,71,26,1169629,1854690,2004,02/28/2018 03:56:25 PM,41.756770198,-87.653906431,"(41.756770198, -87.653906431)"
3269347,HK217721,03/03/2004 02:03:19 PM,041XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,0912,009,14,58,18,1158379,1877130,2004,02/10/2018 03:50:01 PM,41.818585099,-87.694524884,"(41.818585099, -87.694524884)"
3269528,HK217671,03/03/2004 12:45:00 PM,065XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,0723,007,20,68,18,1172370,1861383,2004,02/28/2018 03:56:25 PM,41.775076761,-87.643664499,"(41.775076761, -87.643664499)"
3270144,HK295896,04/11/2004 12:40:00 PM,061XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0823,008,15,66,08B,1156436,1863839,2004,02/10/2018 03:50:01 PM,41.782152191,-87.70201064,"(41.782152191, -87.70201064)"
3275396,HK304351,04/15/2004 11:20:00 PM,024XX W WINNEMAC AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,OTHER,true,false,2031,020,47,4,14,1159128,1933410,2004,02/28/2018 03:56:25 PM,41.973006918,-87.690229756,"(41.973006918, -87.690229756)"
3275983,HK298378,04/12/2004 09:00:00 PM,030XX S BONFIELD ST,0460,BATTERY,SIMPLE,STREET,false,false,0923,009,11,60,08B,1169526,1884679,2004,02/28/2018 03:56:25 PM,41.8390656,-87.653414601,"(41.8390656, -87.653414601)"
3276158,HK255409,03/22/2004 04:00:00 PM,052XX S SAWYER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,0822,008,14,63,18,1155602,1869634,2004,02/28/2018 03:56:25 PM,41.798071266,-87.704913039,"(41.798071266, -87.704913039)"
3277039,HK306565,04/17/2004 01:48:00 AM,032XX W BELDEN AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,false,true,1413,014,35,22,04B,1153978,1915098,2004,02/10/2018 03:50:01 PM,41.922862028,-87.709657462,"(41.922862028, -87.709657462)"
3278607,HK307953,04/17/2004 06:00:00 PM,057XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0824,008,16,63,08B,1159352,1866580,2004,02/28/2018 03:56:25 PM,41.789614627,-87.691244675,"(41.789614627, -87.691244675)"
3280227,HK266813,03/27/2004 11:05:00 PM,008XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0624,006,8,44,18,1183053,1852803,2004,02/28/2018 03:56:25 PM,41.751290617,-87.604768806,"(41.751290617, -87.604768806)"
3281597,HK194104,02/20/2004 01:20:00 PM,050XX N KIMBALL AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1713,017,39,13,08B,1152801,1933422,2004,02/28/2018 03:56:25 PM,41.973167821,-87.713495268,"(41.973167821, -87.713495268)"
3282229,HK304256,04/15/2004 10:30:00 PM,116XX S CHURCH ST,0460,BATTERY,SIMPLE,STREET,false,false,2212,022,34,75,08B,1165224,1827253,2004,02/10/2018 03:50:01 PM,41.681573042,-87.670823784,"(41.681573042, -87.670823784)"
3282260,HK308593,04/18/2004 01:00:00 AM,002XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,0122,001,42,32,26,1176327,1901797,2004,02/28/2018 03:56:25 PM,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
3282346,HK313140,02/16/2004 10:00:00 AM,001XX N CLARK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,0113,001,42,32,26,1175510,1901439,2004,02/28/2018 03:56:25 PM,41.884924096,-87.630953163,"(41.884924096, -87.630953163)"
3284030,HK303482,04/15/2004 05:50:00 PM,010XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1121,011,27,23,08B,1152852,1906682,2004,02/10/2018 03:50:01 PM,41.899790163,-87.714018067,"(41.899790163, -87.714018067)"
3284199,HK314801,04/20/2004 11:36:49 PM,014XX W BERWYN AVE,0810,THEFT,OVER $500,APARTMENT,false,false,2013,020,48,77,06,1165659,1935298,2004,02/10/2018 03:50:01 PM,41.978050608,-87.666159861,"(41.978050608, -87.666159861)"
3285003,HK316189,04/21/2004 11:00:00 AM,009XX N MENARD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,false,1511,015,29,25,20,1137527,1905557,2004,02/28/2018 03:56:25 PM,41.896992808,-87.7703348,"(41.896992808, -87.7703348)"
3287211,HK318706,04/22/2004 08:35:00 PM,028XX N MILWAUKEE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,TAVERN/LIQUOR STORE,true,false,1412,014,35,21,04B,1153041,1918598,2004,02/28/2018 03:56:25 PM,41.932484964,-87.713007292,"(41.932484964, -87.713007292)"
3287762,HK316361,04/21/2004 06:25:00 PM,084XX S VINCENNES AVE,0320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,false,false,0622,006,21,71,03,1173751,1848819,2004,02/28/2018 03:56:25 PM,41.740569104,-87.638973706,"(41.740569104, -87.638973706)"
